optimal_tour,optimal_tour_length,gcn_tour,gcn_tour_length,score,time
"{1, 14, 19, 7, 3, 13, 6, 17, 15, 5, 8, 11, 16, 4, 2, 20, 9, 10, 18, 12, 1}",4.036515,"{1, 12, 18, 10, 9, 20, 2, 4, 16, 11, 8, 5, 15, 17, 6, 13, 3, 7, 19, 14, 1}",4.036515,0.000000,0.045894
"{1, 14, 19, 17, 18, 15, 2, 9, 11, 20, 5, 16, 13, 8, 3, 7, 10, 4, 12, 6, 1}",3.730163,"{1, 6, 20, 12, 4, 10, 7, 5, 3, 8, 16, 13, 9, 2, 15, 18, 17, 11, 19, 14, 1}",3.876244,0.039162,0.045856
"{1, 11, 13, 14, 12, 6, 9, 2, 17, 4, 16, 19, 7, 8, 20, 5, 18, 15, 3, 10, 1}",3.624481,"{1, 11, 13, 14, 12, 6, 9, 2, 17, 4, 16, 19, 7, 8, 20, 5, 18, 15, 3, 10, 1}",3.624481,0.000000,0.046198
"{1, 18, 3, 14, 7, 19, 11, 13, 4, 8, 9, 2, 16, 17, 15, 10, 6, 12, 5, 20, 1}",3.661771,"{1, 20, 5, 10, 15, 17, 16, 2, 9, 6, 12, 11, 13, 4, 8, 19, 7, 14, 18, 3, 1}",3.691317,0.008069,0.046156
"{1, 4, 18, 9, 10, 17, 19, 6, 3, 13, 11, 8, 2, 14, 7, 5, 16, 12, 20, 15, 1}",3.626987,"{1, 4, 18, 9, 10, 17, 19, 6, 3, 13, 11, 8, 2, 14, 7, 5, 16, 12, 20, 15, 1}",3.626987,0.000000,0.047048
"{1, 8, 4, 14, 10, 9, 17, 19, 2, 20, 18, 13, 11, 15, 6, 12, 3, 7, 16, 5, 1}",4.212171,"{1, 8, 4, 14, 10, 9, 17, 19, 2, 20, 18, 13, 11, 15, 6, 12, 3, 7, 16, 5, 1}",4.212171,0.000000,0.046258
"{1, 11, 15, 10, 7, 4, 8, 17, 2, 3, 13, 18, 16, 19, 9, 5, 20, 6, 12, 14, 1}",4.511646,"{1, 11, 15, 10, 7, 4, 8, 17, 2, 13, 3, 18, 16, 19, 9, 5, 20, 6, 12, 14, 1}",4.544782,0.007345,0.046247
"{1, 3, 15, 4, 14, 20, 16, 18, 13, 12, 10, 9, 2, 19, 8, 7, 6, 5, 11, 17, 1}",4.117989,"{1, 3, 15, 4, 14, 20, 16, 18, 13, 12, 10, 9, 2, 19, 8, 7, 6, 5, 11, 17, 1}",4.117989,0.000000,0.046337
"{1, 12, 2, 8, 10, 11, 3, 5, 13, 15, 14, 18, 16, 9, 4, 6, 19, 20, 17, 7, 1}",3.727835,"{1, 2, 12, 8, 10, 11, 3, 5, 13, 15, 14, 6, 4, 19, 9, 18, 16, 20, 17, 7, 1}",3.762805,0.009381,0.045534
"{1, 7, 9, 3, 18, 13, 8, 17, 15, 16, 20, 11, 2, 4, 14, 12, 10, 19, 6, 5, 1}",4.017251,"{1, 5, 6, 19, 2, 4, 14, 12, 10, 7, 9, 3, 18, 13, 8, 17, 15, 16, 20, 11, 1}",4.228543,0.052596,0.046729
"{1, 6, 16, 18, 8, 7, 13, 20, 3, 12, 5, 17, 15, 19, 11, 10, 14, 4, 9, 2, 1}",3.801664,"{1, 2, 9, 4, 14, 10, 11, 19, 15, 17, 5, 12, 3, 20, 13, 7, 8, 18, 16, 6, 1}",3.801664,0.000000,0.046326
"{1, 3, 8, 7, 11, 10, 9, 2, 12, 5, 15, 16, 13, 20, 19, 6, 18, 14, 17, 4, 1}",3.698818,"{1, 3, 17, 14, 4, 18, 6, 19, 20, 13, 16, 15, 5, 12, 2, 9, 10, 11, 7, 8, 1}",3.781897,0.022461,0.046260
"{1, 16, 15, 11, 8, 13, 7, 14, 19, 4, 5, 3, 12, 17, 6, 10, 2, 9, 18, 20, 1}",3.871085,"{1, 16, 15, 11, 8, 13, 7, 5, 4, 14, 19, 3, 12, 17, 6, 10, 2, 9, 18, 20, 1}",3.885545,0.003735,0.046424
"{1, 4, 13, 14, 8, 9, 2, 20, 16, 7, 11, 3, 10, 6, 18, 12, 5, 15, 17, 19, 1}",3.733532,"{1, 4, 13, 5, 15, 19, 17, 12, 18, 6, 3, 11, 10, 7, 16, 20, 2, 9, 14, 8, 1}",4.026488,0.078466,0.045696
"{1, 8, 3, 7, 15, 13, 18, 12, 4, 6, 10, 2, 19, 5, 9, 16, 20, 11, 14, 17, 1}",3.452650,"{1, 8, 3, 7, 15, 13, 18, 12, 4, 6, 10, 2, 19, 5, 9, 16, 20, 11, 14, 17, 1}",3.452650,0.000000,0.046236
"{1, 3, 19, 11, 20, 12, 9, 2, 8, 13, 15, 10, 7, 5, 4, 18, 17, 14, 16, 6, 1}",3.866662,"{1, 6, 16, 17, 14, 3, 19, 11, 20, 12, 9, 2, 8, 13, 15, 10, 7, 5, 4, 18, 1}",4.410347,0.140608,0.046408
"{1, 19, 17, 20, 13, 10, 5, 15, 6, 18, 12, 16, 3, 2, 8, 11, 4, 7, 14, 9, 1}",3.909542,"{1, 19, 17, 20, 13, 10, 5, 15, 6, 18, 12, 3, 2, 16, 8, 11, 4, 9, 14, 7, 1}",3.940703,0.007970,0.046307
"{1, 15, 3, 10, 19, 18, 13, 14, 17, 12, 4, 8, 9, 20, 7, 16, 11, 5, 2, 6, 1}",4.358843,"{1, 6, 2, 5, 11, 16, 12, 4, 8, 9, 20, 7, 15, 3, 10, 19, 18, 13, 14, 17, 1}",4.483405,0.028577,0.046484
"{1, 9, 2, 11, 10, 6, 12, 13, 16, 17, 3, 8, 4, 7, 19, 18, 14, 20, 5, 15, 1}",3.919663,"{1, 15, 5, 20, 14, 18, 19, 7, 4, 8, 3, 17, 16, 13, 12, 6, 9, 2, 10, 11, 1}",4.059132,0.035582,0.046013
"{1, 11, 19, 8, 13, 12, 20, 6, 4, 15, 16, 2, 17, 10, 5, 7, 9, 18, 3, 14, 1}",3.696173,"{1, 14, 3, 18, 10, 2, 17, 5, 7, 9, 20, 12, 11, 19, 8, 13, 6, 4, 15, 16, 1}",4.030400,0.090425,0.045829
"{1, 12, 10, 2, 7, 17, 14, 15, 8, 4, 20, 11, 16, 19, 5, 18, 13, 3, 6, 9, 1}",4.047265,"{1, 12, 10, 2, 7, 17, 14, 15, 8, 4, 20, 11, 16, 19, 5, 18, 13, 3, 6, 9, 1}",4.047265,0.000000,0.045846
"{1, 9, 18, 15, 12, 4, 19, 5, 6, 16, 13, 20, 2, 14, 3, 17, 10, 8, 11, 7, 1}",3.686579,"{1, 7, 11, 8, 10, 17, 3, 14, 2, 20, 13, 16, 6, 5, 19, 4, 12, 15, 18, 9, 1}",3.686578,0.000000,0.046495
"{1, 12, 19, 6, 18, 2, 5, 8, 4, 17, 11, 10, 9, 3, 7, 16, 15, 14, 20, 13, 1}",3.904428,"{1, 12, 19, 6, 18, 2, 5, 8, 4, 17, 11, 10, 9, 3, 7, 16, 15, 14, 20, 13, 1}",3.904428,0.000000,0.045803
"{1, 5, 13, 16, 11, 7, 6, 9, 12, 2, 8, 19, 4, 14, 15, 17, 20, 18, 10, 3, 1}",3.744890,"{1, 5, 13, 11, 7, 16, 6, 9, 12, 2, 8, 19, 4, 14, 15, 17, 20, 10, 18, 3, 1}",3.752411,0.002008,0.045832
"{1, 3, 12, 8, 5, 9, 4, 7, 18, 19, 6, 15, 20, 2, 16, 14, 10, 13, 11, 17, 1}",4.007228,"{1, 3, 12, 8, 5, 9, 17, 11, 13, 10, 14, 4, 7, 16, 2, 20, 15, 6, 19, 18, 1}",4.244218,0.059141,0.046336
"{1, 4, 12, 11, 14, 19, 18, 3, 2, 6, 15, 5, 20, 7, 9, 10, 13, 8, 16, 17, 1}",3.527928,"{1, 17, 16, 8, 13, 10, 9, 7, 5, 20, 15, 12, 4, 11, 14, 19, 6, 2, 3, 18, 1}",3.631611,0.029389,0.045842
"{1, 13, 20, 4, 3, 10, 17, 16, 15, 18, 19, 9, 2, 6, 5, 7, 12, 14, 8, 11, 1}",3.615400,"{1, 11, 8, 14, 12, 7, 5, 6, 2, 9, 19, 18, 15, 16, 17, 10, 3, 4, 20, 13, 1}",3.615400,0.000000,0.045616
"{1, 4, 12, 2, 6, 14, 18, 20, 15, 13, 17, 19, 11, 16, 9, 5, 8, 3, 7, 10, 1}",3.885366,"{1, 3, 4, 14, 6, 2, 12, 18, 20, 15, 13, 17, 19, 11, 16, 9, 5, 8, 10, 7, 1}",3.923275,0.009757,0.045080
"{1, 15, 16, 10, 7, 12, 18, 4, 6, 13, 11, 3, 20, 19, 17, 9, 5, 8, 2, 14, 1}",3.880888,"{1, 14, 8, 2, 9, 17, 5, 19, 20, 3, 11, 13, 6, 4, 18, 12, 7, 10, 16, 15, 1}",3.958817,0.020080,0.044776
"{1, 16, 5, 20, 6, 9, 10, 14, 3, 4, 13, 11, 12, 18, 17, 15, 19, 8, 7, 2, 1}",3.670410,"{1, 16, 5, 20, 6, 9, 10, 14, 3, 4, 13, 11, 12, 18, 17, 15, 19, 8, 7, 2, 1}",3.670410,0.000000,0.045151
"{1, 14, 12, 8, 9, 19, 13, 16, 6, 15, 7, 20, 3, 5, 18, 17, 10, 2, 11, 4, 1}",3.652220,"{1, 14, 12, 8, 9, 19, 3, 20, 13, 16, 6, 15, 7, 5, 18, 17, 10, 2, 11, 4, 1}",3.663593,0.003114,0.045795
"{1, 5, 6, 9, 14, 16, 7, 20, 13, 10, 2, 12, 11, 15, 18, 8, 3, 4, 17, 19, 1}",3.922199,"{1, 5, 6, 14, 9, 16, 7, 13, 10, 20, 12, 11, 15, 18, 2, 8, 3, 4, 17, 19, 1}",4.009367,0.022225,0.046315
"{1, 20, 12, 3, 14, 15, 13, 17, 2, 9, 8, 18, 16, 6, 11, 10, 4, 19, 7, 5, 1}",3.587202,"{1, 12, 20, 3, 14, 15, 13, 17, 2, 9, 8, 18, 16, 6, 11, 10, 4, 19, 7, 5, 1}",3.612147,0.006954,0.046481
"{1, 11, 12, 5, 13, 4, 9, 2, 16, 17, 10, 7, 20, 6, 14, 15, 3, 18, 19, 8, 1}",4.073320,"{1, 11, 12, 5, 13, 4, 9, 2, 16, 17, 10, 7, 20, 6, 14, 15, 3, 18, 19, 8, 1}",4.073320,0.000000,0.046275
"{1, 5, 8, 10, 20, 9, 15, 14, 19, 6, 3, 11, 4, 2, 13, 16, 12, 18, 17, 7, 1}",3.875996,"{1, 5, 8, 10, 20, 9, 15, 14, 19, 6, 3, 11, 4, 2, 13, 16, 12, 18, 17, 7, 1}",3.875996,0.000000,0.046390
"{1, 8, 2, 10, 14, 3, 17, 7, 18, 15, 9, 19, 11, 6, 20, 12, 16, 4, 5, 13, 1}",4.572365,"{1, 8, 2, 10, 14, 3, 17, 11, 6, 19, 7, 18, 9, 15, 4, 5, 13, 16, 12, 20, 1}",4.710669,0.030248,0.046780
"{1, 20, 12, 10, 19, 8, 13, 6, 15, 7, 11, 14, 2, 17, 9, 3, 5, 16, 4, 18, 1}",3.668986,"{1, 10, 19, 8, 13, 15, 6, 7, 11, 14, 2, 17, 9, 3, 5, 16, 4, 18, 20, 12, 1}",3.840782,0.046824,0.046350
"{1, 16, 9, 5, 12, 2, 7, 13, 19, 10, 3, 11, 6, 14, 4, 17, 8, 20, 15, 18, 1}",3.696459,"{1, 18, 15, 20, 8, 17, 4, 6, 14, 11, 3, 10, 7, 2, 12, 5, 9, 16, 19, 13, 1}",4.436560,0.200219,0.045192
"{1, 19, 15, 2, 8, 13, 17, 20, 3, 18, 7, 16, 4, 11, 9, 10, 12, 6, 14, 5, 1}",4.075156,"{1, 19, 5, 14, 6, 9, 10, 11, 7, 4, 16, 18, 3, 20, 17, 13, 8, 12, 2, 15, 1}",4.198133,0.030177,0.045124
"{1, 11, 20, 3, 16, 2, 10, 17, 13, 6, 12, 18, 9, 19, 5, 7, 8, 4, 15, 14, 1}",3.413742,"{1, 11, 20, 3, 16, 2, 10, 17, 13, 6, 12, 18, 9, 19, 5, 7, 8, 4, 15, 14, 1}",3.413742,0.000000,0.044951
"{1, 10, 20, 5, 16, 6, 13, 2, 17, 3, 15, 8, 9, 12, 7, 18, 11, 14, 19, 4, 1}",4.186479,"{1, 4, 10, 19, 14, 11, 18, 7, 3, 17, 2, 13, 6, 15, 12, 9, 8, 20, 5, 16, 1}",4.348999,0.038820,0.044720
"{1, 19, 13, 16, 10, 20, 7, 15, 2, 9, 14, 5, 17, 4, 12, 3, 6, 18, 8, 11, 1}",3.523715,"{1, 19, 13, 16, 10, 20, 7, 15, 2, 9, 14, 5, 17, 4, 12, 3, 6, 18, 8, 11, 1}",3.523715,0.000000,0.044985
"{1, 10, 2, 5, 3, 15, 19, 8, 9, 6, 20, 13, 16, 18, 4, 14, 12, 17, 11, 7, 1}",3.705075,"{1, 10, 2, 5, 3, 15, 19, 9, 8, 6, 20, 13, 16, 18, 4, 14, 12, 17, 11, 7, 1}",3.755483,0.013605,0.046560
"{1, 20, 2, 16, 6, 9, 13, 10, 15, 19, 14, 4, 18, 17, 12, 3, 7, 5, 8, 11, 1}",3.690110,"{1, 20, 2, 16, 6, 9, 10, 13, 15, 19, 14, 7, 4, 18, 17, 12, 3, 5, 8, 11, 1}",3.717626,0.007457,0.046534
"{1, 6, 13, 3, 5, 4, 12, 15, 8, 14, 16, 20, 11, 19, 10, 7, 18, 9, 2, 17, 1}",3.664644,"{1, 17, 19, 11, 10, 7, 18, 9, 2, 6, 13, 5, 3, 20, 16, 14, 8, 15, 12, 4, 1}",4.059525,0.107754,0.046451
"{1, 12, 10, 15, 9, 2, 17, 16, 7, 14, 18, 20, 3, 19, 11, 8, 4, 6, 13, 5, 1}",3.739056,"{1, 5, 13, 6, 4, 11, 8, 9, 15, 10, 12, 17, 2, 16, 7, 14, 18, 20, 3, 19, 1}",4.012990,0.073263,0.046292
"{1, 13, 6, 19, 15, 11, 4, 3, 9, 7, 16, 8, 12, 14, 2, 5, 20, 18, 10, 17, 1}",3.683316,"{1, 17, 10, 18, 20, 5, 2, 14, 12, 8, 16, 7, 9, 3, 4, 11, 15, 13, 6, 19, 1}",3.743764,0.016411,0.046472
"{1, 15, 14, 16, 20, 9, 12, 11, 4, 8, 17, 6, 18, 2, 7, 10, 19, 3, 13, 5, 1}",4.071192,"{1, 5, 13, 3, 19, 10, 7, 2, 18, 6, 17, 8, 4, 11, 12, 9, 20, 16, 14, 15, 1}",4.071192,0.000000,0.045900
"{1, 11, 17, 13, 16, 4, 6, 12, 9, 3, 15, 19, 20, 18, 7, 8, 10, 2, 5, 14, 1}",4.009206,"{1, 14, 5, 2, 10, 8, 7, 18, 20, 19, 15, 3, 9, 12, 6, 4, 16, 13, 17, 11, 1}",4.009205,0.000000,0.046636
"{1, 7, 6, 5, 9, 17, 16, 3, 18, 2, 20, 15, 19, 4, 8, 14, 12, 13, 11, 10, 1}",3.847836,"{1, 7, 6, 5, 9, 17, 16, 3, 18, 2, 20, 15, 19, 4, 8, 14, 12, 13, 11, 10, 1}",3.847836,0.000000,0.045918
"{1, 15, 19, 17, 4, 13, 12, 18, 14, 20, 16, 6, 7, 2, 5, 9, 8, 11, 3, 10, 1}",3.618016,"{1, 10, 11, 8, 9, 5, 2, 7, 6, 16, 20, 14, 18, 12, 13, 4, 17, 3, 19, 15, 1}",3.639996,0.006075,0.046250
"{1, 6, 13, 9, 11, 20, 16, 10, 18, 2, 8, 4, 19, 15, 17, 5, 12, 14, 7, 3, 1}",3.870294,"{1, 6, 13, 9, 11, 20, 16, 10, 18, 2, 8, 4, 19, 15, 17, 7, 3, 14, 5, 12, 1}",3.941754,0.018464,0.045246
"{1, 15, 18, 17, 9, 3, 11, 14, 5, 19, 13, 10, 7, 12, 2, 20, 4, 6, 16, 8, 1}",4.206950,"{1, 8, 16, 6, 4, 20, 2, 12, 7, 10, 13, 5, 14, 11, 3, 9, 17, 18, 15, 19, 1}",4.260478,0.012724,0.044803
"{1, 16, 3, 6, 11, 8, 14, 18, 12, 7, 5, 20, 19, 9, 10, 17, 13, 15, 2, 4, 1}",3.576437,"{1, 4, 2, 15, 13, 17, 10, 9, 19, 20, 5, 7, 12, 18, 14, 8, 11, 6, 3, 16, 1}",3.576438,0.000000,0.044404
"{1, 18, 11, 19, 20, 14, 15, 12, 3, 2, 13, 4, 9, 17, 8, 6, 16, 5, 7, 10, 1}",3.885874,"{1, 10, 7, 5, 16, 6, 4, 8, 17, 9, 13, 2, 3, 12, 15, 14, 20, 11, 19, 18, 1}",3.887938,0.000531,0.045061
"{1, 19, 14, 20, 9, 3, 8, 16, 2, 11, 15, 12, 18, 10, 5, 7, 6, 13, 17, 4, 1}",3.942728,"{1, 14, 19, 7, 6, 13, 5, 10, 18, 12, 15, 11, 2, 16, 8, 3, 9, 20, 4, 17, 1}",4.065906,0.031242,0.044887
"{1, 7, 14, 12, 5, 11, 20, 16, 19, 17, 3, 15, 13, 10, 8, 6, 18, 4, 2, 9, 1}",3.562994,"{1, 7, 14, 12, 5, 11, 20, 16, 3, 19, 17, 15, 13, 10, 8, 6, 9, 2, 4, 18, 1}",3.691755,0.036139,0.044884
"{1, 17, 13, 5, 16, 2, 9, 12, 20, 15, 10, 6, 14, 4, 7, 18, 11, 8, 19, 3, 1}",3.591484,"{1, 17, 13, 5, 16, 2, 9, 12, 20, 15, 10, 6, 14, 4, 7, 18, 11, 8, 19, 3, 1}",3.591484,0.000000,0.046080
"{1, 19, 2, 8, 17, 6, 16, 13, 20, 11, 5, 9, 18, 10, 7, 14, 15, 12, 3, 4, 1}",3.886182,"{1, 19, 4, 3, 12, 15, 7, 14, 10, 18, 9, 5, 8, 2, 17, 6, 16, 13, 20, 11, 1}",4.068773,0.046985,0.046229
"{1, 6, 7, 2, 20, 11, 17, 5, 19, 15, 16, 18, 9, 14, 3, 13, 8, 12, 4, 10, 1}",3.783498,"{1, 7, 6, 2, 20, 11, 17, 5, 19, 15, 16, 18, 9, 14, 3, 13, 8, 12, 4, 10, 1}",3.812300,0.007613,0.046188
"{1, 8, 16, 9, 2, 15, 12, 5, 3, 13, 4, 6, 17, 20, 7, 18, 19, 11, 10, 14, 1}",3.690548,"{1, 14, 10, 11, 19, 18, 20, 17, 6, 4, 13, 3, 5, 12, 15, 7, 2, 9, 8, 16, 1}",3.721283,0.008328,0.045936
"{1, 13, 5, 9, 16, 18, 20, 4, 7, 6, 11, 10, 2, 14, 3, 17, 12, 15, 19, 8, 1}",3.665314,"{1, 13, 5, 15, 12, 17, 3, 14, 2, 10, 11, 6, 4, 20, 7, 18, 16, 9, 19, 8, 1}",3.750340,0.023197,0.044901
"{1, 3, 16, 15, 6, 20, 11, 4, 5, 17, 10, 18, 12, 14, 19, 13, 7, 9, 8, 2, 1}",3.893979,"{1, 2, 20, 6, 15, 16, 3, 11, 4, 5, 17, 10, 9, 7, 8, 13, 18, 12, 14, 19, 1}",3.967503,0.018881,0.044681
"{1, 3, 18, 10, 9, 2, 16, 14, 20, 5, 19, 13, 8, 12, 17, 11, 4, 6, 7, 15, 1}",3.987946,"{1, 15, 7, 6, 4, 11, 17, 12, 8, 13, 19, 5, 20, 14, 16, 2, 9, 10, 18, 3, 1}",3.987946,0.000000,0.045195
"{1, 17, 2, 14, 12, 16, 10, 5, 18, 15, 3, 11, 19, 9, 13, 8, 4, 20, 7, 6, 1}",4.256421,"{1, 6, 2, 14, 12, 13, 4, 7, 20, 8, 9, 19, 11, 15, 3, 18, 5, 10, 16, 17, 1}",4.383482,0.029851,0.045028
"{1, 4, 6, 7, 17, 5, 19, 15, 18, 13, 3, 11, 9, 20, 2, 8, 10, 12, 16, 14, 1}",4.286013,"{1, 4, 6, 7, 17, 5, 19, 15, 18, 13, 3, 11, 9, 20, 2, 8, 10, 12, 16, 14, 1}",4.286013,0.000000,0.045015
"{1, 4, 13, 9, 8, 15, 12, 7, 14, 10, 20, 5, 2, 11, 17, 3, 6, 18, 16, 19, 1}",4.169717,"{1, 19, 16, 18, 6, 3, 17, 11, 2, 5, 20, 10, 14, 7, 12, 15, 8, 4, 13, 9, 1}",4.371782,0.048460,0.044468
"{1, 14, 7, 4, 20, 17, 6, 8, 3, 16, 12, 9, 11, 2, 5, 15, 19, 13, 18, 10, 1}",3.336410,"{1, 14, 7, 20, 4, 17, 6, 8, 3, 9, 11, 16, 12, 2, 5, 15, 19, 13, 18, 10, 1}",3.377759,0.012393,0.044477
"{1, 14, 20, 4, 18, 19, 10, 12, 9, 2, 6, 8, 17, 11, 13, 15, 16, 5, 3, 7, 1}",4.080083,"{1, 14, 20, 4, 18, 19, 10, 12, 6, 8, 17, 11, 13, 15, 16, 5, 7, 3, 9, 2, 1}",4.350261,0.066219,0.044463
"{1, 15, 14, 9, 16, 4, 17, 3, 5, 20, 19, 10, 2, 8, 7, 11, 13, 12, 18, 6, 1}",4.138235,"{1, 6, 18, 12, 13, 11, 7, 8, 2, 10, 19, 20, 3, 17, 4, 5, 15, 14, 9, 16, 1}",4.436924,0.072178,0.044507
"{1, 17, 7, 11, 10, 4, 2, 3, 15, 19, 5, 6, 16, 12, 9, 20, 18, 14, 13, 8, 1}",3.777309,"{1, 8, 13, 14, 18, 20, 9, 12, 16, 6, 5, 19, 15, 3, 2, 4, 10, 11, 7, 17, 1}",3.777308,0.000000,0.044193
"{1, 3, 15, 6, 5, 2, 19, 4, 13, 17, 10, 12, 14, 8, 16, 11, 20, 9, 7, 18, 1}",3.680263,"{1, 3, 15, 6, 5, 2, 19, 13, 4, 12, 10, 14, 8, 16, 11, 20, 9, 7, 18, 17, 1}",4.009694,0.089513,0.045683
"{1, 10, 13, 17, 7, 18, 15, 11, 16, 5, 3, 20, 9, 2, 8, 12, 14, 6, 4, 19, 1}",4.142251,"{1, 10, 13, 17, 7, 15, 11, 18, 14, 6, 8, 12, 5, 16, 3, 20, 9, 2, 4, 19, 1}",4.239410,0.023456,0.045949
"{1, 16, 3, 11, 10, 4, 15, 17, 19, 7, 2, 12, 18, 5, 13, 9, 20, 14, 6, 8, 1}",3.681661,"{1, 16, 3, 20, 14, 8, 6, 9, 13, 5, 18, 12, 2, 7, 19, 17, 15, 4, 10, 11, 1}",3.829662,0.040200,0.046463
"{1, 10, 6, 5, 15, 8, 18, 16, 20, 4, 12, 19, 2, 7, 3, 17, 13, 14, 9, 11, 1}",3.952052,"{1, 10, 6, 5, 15, 8, 18, 16, 20, 4, 12, 19, 2, 7, 3, 17, 13, 14, 9, 11, 1}",3.952052,0.000000,0.045336
"{1, 17, 9, 12, 15, 4, 6, 10, 16, 3, 18, 7, 8, 13, 2, 14, 19, 20, 5, 11, 1}",4.129029,"{1, 16, 10, 6, 4, 15, 12, 9, 17, 5, 11, 20, 19, 14, 2, 13, 8, 7, 18, 3, 1}",4.148079,0.004614,0.045494
"{1, 3, 4, 5, 18, 13, 20, 12, 17, 7, 6, 19, 8, 15, 2, 9, 10, 14, 16, 11, 1}",4.042437,"{1, 3, 4, 5, 11, 16, 14, 10, 9, 15, 8, 19, 6, 2, 7, 17, 12, 20, 13, 18, 1}",4.234072,0.047406,0.046369
"{1, 4, 5, 15, 12, 16, 8, 14, 11, 9, 20, 2, 6, 18, 13, 7, 19, 10, 17, 3, 1}",4.524522,"{1, 17, 3, 10, 19, 7, 13, 18, 2, 6, 20, 9, 11, 14, 8, 16, 12, 15, 5, 4, 1}",4.567056,0.009401,0.046671
"{1, 19, 14, 7, 10, 9, 13, 12, 6, 16, 8, 15, 3, 2, 20, 5, 11, 18, 4, 17, 1}",3.572040,"{1, 17, 4, 18, 11, 5, 20, 2, 3, 15, 8, 16, 6, 12, 13, 9, 10, 7, 14, 19, 1}",3.572040,0.000000,0.046928
"{1, 2, 14, 7, 13, 19, 20, 3, 18, 5, 12, 9, 4, 10, 17, 8, 15, 11, 16, 6, 1}",4.031917,"{1, 16, 6, 7, 14, 2, 13, 19, 20, 3, 18, 5, 12, 9, 4, 10, 17, 8, 15, 11, 1}",4.103868,0.017845,0.046095
"{1, 9, 14, 8, 3, 6, 12, 13, 5, 20, 7, 4, 17, 18, 16, 19, 2, 15, 10, 11, 1}",3.810128,"{1, 9, 14, 8, 3, 6, 12, 13, 5, 20, 7, 4, 17, 18, 19, 16, 2, 15, 10, 11, 1}",3.833287,0.006078,0.046383
"{1, 7, 12, 3, 11, 14, 13, 2, 19, 5, 20, 8, 17, 9, 15, 10, 18, 16, 4, 6, 1}",3.945343,"{1, 6, 4, 16, 18, 10, 15, 9, 17, 8, 20, 5, 19, 2, 13, 14, 11, 3, 12, 7, 1}",3.945343,0.000000,0.046726
"{1, 8, 5, 13, 6, 20, 3, 7, 19, 12, 10, 2, 9, 11, 15, 17, 4, 14, 16, 18, 1}",3.628117,"{1, 18, 16, 4, 14, 17, 11, 15, 9, 2, 10, 12, 19, 7, 3, 20, 6, 13, 5, 8, 1}",3.646021,0.004935,0.044827
"{1, 10, 7, 9, 17, 19, 6, 4, 15, 3, 20, 14, 8, 12, 2, 18, 13, 16, 5, 11, 1}",4.304870,"{1, 11, 5, 10, 7, 9, 17, 6, 4, 15, 3, 20, 14, 8, 12, 2, 18, 13, 16, 19, 1}",4.446015,0.032787,0.044599
"{1, 4, 10, 13, 19, 2, 18, 7, 6, 14, 12, 5, 8, 17, 16, 3, 11, 15, 9, 20, 1}",3.380518,"{1, 20, 4, 9, 15, 11, 3, 16, 17, 8, 5, 12, 14, 6, 7, 18, 2, 19, 13, 10, 1}",3.412130,0.009351,0.044350
"{1, 4, 15, 17, 11, 18, 19, 12, 2, 20, 9, 6, 5, 16, 7, 8, 3, 14, 13, 10, 1}",3.925877,"{1, 10, 13, 14, 3, 8, 7, 16, 5, 6, 9, 20, 2, 12, 19, 18, 11, 17, 15, 4, 1}",3.925878,0.000000,0.044517
"{1, 18, 3, 7, 20, 15, 13, 12, 9, 11, 17, 19, 5, 6, 8, 4, 16, 14, 10, 2, 1}",4.349703,"{1, 18, 3, 7, 20, 15, 13, 12, 9, 19, 17, 11, 5, 6, 8, 4, 16, 14, 10, 2, 1}",4.381989,0.007422,0.044119
"{1, 6, 13, 8, 12, 3, 10, 18, 17, 5, 14, 15, 20, 16, 19, 11, 9, 4, 2, 7, 1}",3.858258,"{1, 6, 13, 8, 12, 3, 18, 17, 5, 14, 15, 20, 16, 19, 11, 9, 4, 2, 7, 10, 1}",4.110559,0.065392,0.044807
"{1, 17, 18, 12, 3, 16, 6, 20, 11, 4, 15, 2, 5, 10, 9, 13, 7, 14, 8, 19, 1}",4.009917,"{1, 17, 18, 12, 3, 16, 6, 20, 11, 4, 15, 2, 5, 10, 9, 13, 7, 14, 8, 19, 1}",4.009917,0.000000,0.047938
"{1, 5, 16, 6, 2, 9, 17, 8, 7, 15, 12, 10, 20, 18, 3, 19, 11, 14, 4, 13, 1}",3.867491,"{1, 13, 4, 14, 11, 19, 18, 3, 20, 10, 12, 15, 7, 8, 17, 9, 2, 16, 6, 5, 1}",3.887851,0.005265,0.046635
"{1, 15, 8, 14, 2, 19, 6, 9, 5, 13, 7, 4, 10, 18, 17, 20, 16, 3, 12, 11, 1}",3.576842,"{1, 15, 8, 9, 6, 19, 2, 18, 10, 7, 4, 13, 5, 14, 11, 17, 3, 12, 16, 20, 1}",4.087049,0.142642,0.046661
"{1, 6, 20, 17, 10, 5, 14, 8, 7, 18, 4, 3, 15, 16, 13, 11, 12, 9, 2, 19, 1}",3.177020,"{1, 6, 20, 17, 10, 5, 14, 8, 7, 18, 4, 3, 15, 16, 13, 11, 12, 9, 19, 2, 1}",3.179110,0.000658,0.046491
"{1, 13, 19, 18, 7, 14, 17, 9, 2, 10, 12, 8, 20, 16, 6, 15, 3, 11, 5, 4, 1}",4.182132,"{1, 13, 19, 18, 14, 17, 9, 2, 10, 12, 6, 15, 16, 20, 8, 7, 4, 5, 11, 3, 1}",4.714360,0.127262,0.045951
